property,opened_date,contracted_date,completed_date,signoffreceived_date,usps_id,closed_date,usps_issue_number,estimated_cost,status,priority,category,type,assignedto,project_origin,project_age,age_bucket,stage_group,is_open,project_key
"Farmington, AZ",2025-08-26,2025-09-10,2025-10-09,2025-10-13,,2025-10-20,,250.0,Closed,Urgent,Repair,Painting,Ashley Thompson,Internal,55.0,31-60,Closed,Closed,"Farmington, AZ|2025-08-26"
"Hudson, CA",2025-08-26,2025-10-05,2025-10-06,,2568286,2025-10-19,3116828,401.25,Closed,Normal,Repair,Doors,Sarah Williams,USPS,54.0,31-60,Closed,Closed,"Hudson, CA|2025-08-26"
"Lancaster, ID",2025-08-26,2025-09-02,2025-09-02,2025-09-04,2568970,2025-10-07,3116745,93.75,Closed,Urgent,Repair,Doors,Kevin Miller,USPS,42.0,31-60,Closed,Closed,"Lancaster, ID|2025-08-26"
"Salem, OH",2025-08-26,2025-09-18,,,2568019,,3115734,250.0,Contracted,Urgent,Repair,Roof Repair,Kevin Miller,USPS,239.0,90+,In Progress,Open,"Salem, OH|2025-08-26"
"Springfield, NH",2025-08-26,2025-08-26,2025-09-15,2025-10-05,2568937,2025-10-05,3116667,0.0,Closed,Urgent,Repair,Roof Repair,Kevin Miller,USPS,40.0,31-60,Closed,Closed,"Springfield, NH|2025-08-26"
"Winchester, MS",2025-08-26,2025-09-30,2025-10-01,2025-10-01,2569036,2025-10-14,3116783,1050.0,Closed,Normal,Repair,Plumbing,Jessica Martin,USPS,49.0,31-60,Closed,Closed,"Winchester, MS|2025-08-26"
"Clinton, CA",2025-08-27,2025-08-27,2025-08-27,2025-08-28,2569633,,3117370,200.0,Payment,Emergency,Repair,Doors,Jessica Martin,USPS,238.0,90+,Financial Processing,Open,"Clinton, CA|2025-08-27"
"Danville, NM",2025-08-27,2025-09-14,2025-10-06,2025-10-06,2569254,2025-10-14,3117037,200.0,Closed,Urgent,Repair,Ceiling Tiles,Brandon Davis,USPS,48.0,31-60,Closed,Closed,"Danville, NM|2025-08-27"
"Danville, NM",2025-08-27,,2025-08-31,2025-09-22,2569254,2025-09-22,3117080,800.0,Contracted,Urgent,Repair,Building Repairs,Brandon Davis,USPS,26.0,0-30,In Progress,Open,"Danville, NM|2025-08-27"
"Georgetown, MO",2025-08-27,2025-09-08,2025-09-23,,2569324,,3117008,350.0,Completed,Normal,Repair,Roof Repair,Sarah Williams,USPS,238.0,90+,Completed Not Paid,Open,"Georgetown, MO|2025-08-27"
"Milton, ME",2025-08-27,2025-09-24,,,2570021,,3117883,0.0,Contracted,Emergency,Repair,Building Repairs,Mike Johnson,USPS,238.0,90+,In Progress,Open,"Milton, ME|2025-08-27"
"Springfield, FL",2025-08-27,2025-09-01,2025-09-01,2025-09-02,2569796,,3117593,800.0,Completed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,238.0,90+,Completed Not Paid,Open,"Springfield, FL|2025-08-27"
"Winchester, NV",2025-08-27,2025-08-27,2025-09-08,,,,,150.0,Payment,Normal,Repair,Property Inspection,Kevin Miller,Internal,238.0,90+,Financial Processing,Open,"Winchester, NV|2025-08-27"
"Arlington, MN",2025-08-28,,,,2569721,,3117516,600.0,Assigned,Urgent,Repair,Ceiling Tiles,Brandon Davis,USPS,237.0,90+,Not Started,Open,"Arlington, MN|2025-08-28"
"Dover, AK",2025-08-28,2025-08-28,2025-08-31,2025-09-08,2569913,2025-09-18,3117708,366.66,Closed,Normal,Repair,Electrical Repairs,Jessica Martin,USPS,21.0,0-30,Closed,Closed,"Dover, AK|2025-08-28"
"Fremont, NC",2025-08-28,2025-08-28,2025-08-28,2025-08-28,,2025-08-28,,0.0,Closed,Normal,Repair,HVAC Repairs,Jessica Martin,Internal,0.0,0-30,Closed,Closed,"Fremont, NC|2025-08-28"
"Greenville, NM",2025-08-28,2025-08-31,2025-10-12,,2570191,,3118011,1000.0,Completed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,237.0,90+,Completed Not Paid,Open,"Greenville, NM|2025-08-28"
"Centerville, WY",2025-08-31,,,,2570108,,3117929,1000.0,Assigned,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,234.0,90+,Not Started,Open,"Centerville, WY|2025-08-31"
"Milton, MO",2025-08-31,2025-10-05,2025-10-05,2025-10-13,2569940,2025-10-20,3117757,500.0,Closed,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,50.0,31-60,Closed,Closed,"Milton, MO|2025-08-31"
"Centerville, OH",2025-09-01,2025-09-01,2025-09-08,2025-09-11,2571175,2025-09-18,3119016,150.0,Closed,Emergency,Repair,Doors,Jessica Martin,USPS,17.0,0-30,Closed,Closed,"Centerville, OH|2025-09-01"
"Canton, WV",2025-09-02,2025-09-03,2025-09-04,,na,2025-09-11,na,180.0,Closed,Urgent,Repair,HVAC Repairs,Jessica Martin,USPS,9.0,0-30,Closed,Closed,"Canton, WV|2025-09-02"
"Centerville, RI",2025-09-02,2025-09-03,2025-09-03,2025-09-03,2570386,2025-09-11,3118261,120.0,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,9.0,0-30,Closed,Closed,"Centerville, RI|2025-09-02"
"Farmington, MT",2025-09-02,2025-08-28,2025-09-02,,,2025-10-20,,75.0,Closed,Normal,Repair,Property Inspection,Kevin Miller,Internal,48.0,31-60,Closed,Closed,"Farmington, MT|2025-09-02"
"Hudson, PA",2025-09-02,,,,2570415,,3118302,500.0,Assigned,Urgent,Repair,Roof Repair,Sarah Williams,USPS,232.0,90+,Not Started,Open,"Hudson, PA|2025-09-02"
"Jackson, VT",2025-09-02,2025-09-02,2025-09-02,2025-09-04,,2025-09-11,,179.79,Closed,Normal,Repair,Electrical Repairs,Jessica Martin,Internal,9.0,0-30,Closed,Closed,"Jackson, VT|2025-09-02"
"Bristol, LA",2025-09-03,,,,2570542,,3118386,3000.0,Assigned,Urgent,Repair,Glass,Ashley Thompson,USPS,231.0,90+,Not Started,Open,"Bristol, LA|2025-09-03"
"Centerville, RI",2025-09-03,2025-09-03,2025-09-30,2025-10-07,2570388,2025-10-14,3118262,300.0,Closed,Urgent,Repair,Roof Repair,Ashley Thompson,USPS,41.0,31-60,Closed,Closed,"Centerville, RI|2025-09-03"
"Cleveland, OR",2025-09-03,,,,2571293,,3119133,500.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,USPS,231.0,90+,Not Started,Open,"Cleveland, OR|2025-09-03"
"Kingston, WI",2025-09-03,,,,2571251,,3119160,600.0,Closed,Urgent,Repair,Roof Repair,Ashley Thompson,USPS,231.0,90+,Closed,Closed,"Kingston, WI|2025-09-03"
"Kingston, WI",2025-09-03,,,,2571251,,3119428,250.0,Closed,Urgent,Repair,Ceiling Tiles,Ashley Thompson,USPS,231.0,90+,Closed,Closed,"Kingston, WI|2025-09-03"
"Oakland, TN",2025-09-03,2025-09-03,2025-09-04,2024-09-09,2566534,2025-10-19,3114117,180.0,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,46.0,31-60,Closed,Closed,"Oakland, TN|2025-09-03"
"Plymouth, MI",2025-09-03,2025-10-01,2025-10-05,2025-10-19,2570383,,3118177,344.0,Payment,Urgent,Repair,Building Repairs,Ashley Thompson,USPS,231.0,90+,Financial Processing,Open,"Plymouth, MI|2025-09-03"
"Anderson, LA",2025-09-04,2025-09-10,2025-09-16,2025-09-28,2572028,,3119963,200.0,Payment,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,230.0,90+,Financial Processing,Open,"Anderson, LA|2025-09-04"
"Bloomington, AL",2025-09-04,,,,2572592,,3120573,500.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,USPS,230.0,90+,Not Started,Open,"Bloomington, AL|2025-09-04"
"Bristol, SC",2025-09-04,2025-10-21,,,2572472,,3120438,250.0,Contracted,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,230.0,90+,In Progress,Open,"Bristol, SC|2025-09-04"
"Georgetown, SD",2025-09-04,,,,,2025-09-22,,400.0,Closed,Urgent,Repair,HVAC Repairs,Brandon Davis,Internal,18.0,0-30,Closed,Closed,"Georgetown, SD|2025-09-04"
"Lexington, TX",2025-09-04,2025-09-04,2025-09-23,2025-09-24,,2025-10-14,,181.88,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,40.0,31-60,Closed,Closed,"Lexington, TX|2025-09-04"
"Winchester, PA",2025-09-04,2025-09-04,2025-09-04,,,2025-09-11,,120.0,Closed,Normal,Repair,HVAC Repairs,Jessica Martin,Internal,7.0,0-30,Closed,Closed,"Winchester, PA|2025-09-04"
"Bristol, LA",2025-09-08,,,,2572484,,3120446,5000.0,Assigned,Urgent,Repair,Glass,Ashley Thompson,USPS,226.0,90+,Not Started,Open,"Bristol, LA|2025-09-08"
"Burlington, NH",2025-09-08,2025-09-08,2025-09-08,2025-09-09,2571897,2025-09-11,3119839,200.0,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,3.0,0-30,Closed,Closed,"Burlington, NH|2025-09-08"
"Canton, WV",2025-09-08,2025-09-08,2025-09-08,,,2025-09-11,,210.0,Closed,Normal,Repair,HVAC PM,Jessica Martin,Internal,3.0,0-30,Closed,Closed,"Canton, WV|2025-09-08"
"Danville, NM",2025-09-08,,,,2570831,,3118663,800.0,Assigned,Normal,Repair,Fencing,Jessica Martin,USPS,226.0,90+,Not Started,Open,"Danville, NM|2025-09-08"
"Winchester, NE",2025-09-08,2025-09-23,2025-10-06,,2571974,2025-10-19,3119874,200.0,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,41.0,31-60,Closed,Closed,"Winchester, NE|2025-09-08"
"Cleveland, OR",2025-09-09,,,2025-10-05,2571252,2025-10-06,3119162,0.0,Closed,Normal,Repair,Doors,Kevin Miller,USPS,27.0,0-30,Closed,Closed,"Cleveland, OR|2025-09-09"
"Cleveland, VA",2025-09-09,2025-09-28,,,2573270,,3121249,400.0,Contracted,Normal,Repair,Vandalism,Jessica Martin,USPS,225.0,90+,In Progress,Open,"Cleveland, VA|2025-09-09"
"Franklin, MS",2025-09-09,2025-09-10,,,2573624,,3121620,250.0,Contracted,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,225.0,90+,In Progress,Open,"Franklin, MS|2025-09-09"
"Gainesville, LA",2025-09-09,2025-10-22,,,2571599,,3119496,175.0,Contracted,Normal,Repair,Roof Repair,Jessica Martin,USPS,225.0,90+,In Progress,Open,"Gainesville, LA|2025-09-09"
"Lancaster, IA",2025-09-09,2025-10-06,2025-10-06,2025-10-21,2572346,,3120306,200.0,Payment,Normal,Repair,Paving (Repair),Kevin Miller,USPS,225.0,90+,Financial Processing,Open,"Lancaster, IA|2025-09-09"
"Oakland, TN",2025-09-09,2025-10-09,2025-10-15,2025-10-15,2573675,,3121656,75.0,Payment,Normal,Repair,Doors,Jessica Martin,USPS,225.0,90+,Financial Processing,Open,"Oakland, TN|2025-09-09"
"Rockville, NH",2025-09-09,2025-10-07,2025-10-16,2025-10-19,2573233,,3121236,437.4,Payment,Normal,Repair,Electrical Repairs,Jessica Martin,USPS,225.0,90+,Financial Processing,Open,"Rockville, NH|2025-09-09"
"Danville, MA",2025-09-10,2025-09-17,2025-09-21,2025-10-14,2573252,2025-10-14,3121282,100.0,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,34.0,31-60,Closed,Closed,"Danville, MA|2025-09-10"
"Georgetown, IL",2025-09-10,2025-07-22,2025-07-22,,,2025-09-18,,264.0,Closed,Unknown,Repair,Doors,Kevin Miller,Internal,8.0,0-30,Closed,Closed,"Georgetown, IL|2025-09-10"
"Springfield, PA",2025-09-10,,,,,,,500.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,Internal,224.0,90+,Not Started,Open,"Springfield, PA|2025-09-10"
"Ashland, PA",2025-09-11,2025-09-11,2025-09-12,2025-09-15,2574577,,3122634,300.0,Completed,Emergency,Repair,Doors,Mike Johnson,USPS,223.0,90+,Completed Not Paid,Open,"Ashland, PA|2025-09-11"
"Clayton, AK",2025-09-12,,,2025-10-20,2574455,,3122534,500.0,Assigned,Urgent,Repair,Roof Repair,Sarah Williams,USPS,222.0,90+,Not Started,Open,"Clayton, AK|2025-09-12"
"Greenville, WI",2025-09-12,,,,2573777,,3121863,500.0,Assigned,Urgent,Repair,Roof Repair,Sarah Williams,USPS,222.0,90+,Not Started,Open,"Greenville, WI|2025-09-12"
"Hamilton, ND",2025-09-12,2025-09-15,,2025-09-17,2573760,2025-10-06,3121888,350.0,Closed,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,24.0,0-30,Closed,Closed,"Hamilton, ND|2025-09-12"
"Norwood, MS",2025-09-12,,,2025-09-25,2571227,2025-09-25,3119088,0.0,Closed,Urgent,Repair,Plumbing,Sarah Williams,USPS,13.0,0-30,Closed,Closed,"Norwood, MS|2025-09-12"
"Plymouth, SD",2025-09-12,2025-10-08,,,2574040,,3122160,0.0,Contracted,Urgent,Repair,Roof Repair,Sarah Williams,USPS,222.0,90+,In Progress,Open,"Plymouth, SD|2025-09-12"
"Albany, WI",2025-09-14,,,,2573803,,3121798,500.0,Assigned,Urgent,Repair,Roof Repair,Kevin Miller,USPS,220.0,90+,Not Started,Open,"Albany, WI|2025-09-14"
"Arlington, MN",2025-09-14,,,,2573869,,3121901,250.0,Assigned,Urgent,Repair,Misc. Repairs,Brandon Davis,USPS,220.0,90+,Not Started,Open,"Arlington, MN|2025-09-14"
"Arlington, MN",2025-09-14,,,,2573888,,3121849,250.0,Assigned,Urgent,Repair,Ceiling Tiles,Brandon Davis,USPS,220.0,90+,Not Started,Open,"Arlington, MN|2025-09-14"
"Columbia, TX",2025-09-14,2025-09-25,2025-10-04,2025-10-05,2574121,2025-10-14,3122180,225.0,Closed,Normal,Repair,Striping,Jessica Martin,USPS,30.0,0-30,Closed,Closed,"Columbia, TX|2025-09-14"
"Franklin, DE",2025-09-14,2025-09-14,2025-09-14,2025-09-15,2575021,2025-09-28,3123122,88.0,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,14.0,0-30,Closed,Closed,"Franklin, DE|2025-09-14"
"Milton, ME",2025-09-14,,,,na,,na,800.0,Assigned,Urgent,Repair,Painting,Mike Johnson,USPS,220.0,90+,Not Started,Open,"Milton, ME|2025-09-14"
"Milton, ME",2025-09-14,2025-09-14,2025-09-15,,na,2025-10-06,na,80.0,Closed,Urgent,Repair,Electrical Repairs,Mike Johnson,USPS,22.0,0-30,Closed,Closed,"Milton, ME|2025-09-14"
"Milton, ME",2025-09-14,,,,na,2025-10-19,na,0.0,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,35.0,31-60,Closed,Closed,"Milton, ME|2025-09-14"
"Milton, ME",2025-09-14,2025-09-24,,,na,,na,300.0,Contracted,Urgent,Repair,Painting,Mike Johnson,USPS,220.0,90+,In Progress,Open,"Milton, ME|2025-09-14"
"Milton, ME",2025-09-14,2025-09-24,,,na,,na,150.0,Contracted,Urgent,Repair,Building Repairs,Mike Johnson,USPS,220.0,90+,In Progress,Open,"Milton, ME|2025-09-14"
"Milton, ME",2025-09-14,2025-09-24,,,na,,na,300.0,Contracted,Urgent,Repair,Flooring,Mike Johnson,USPS,220.0,90+,In Progress,Open,"Milton, ME|2025-09-14"
"Springfield, AK",2025-09-14,2025-09-14,2025-09-14,2025-09-14,2574225,2025-10-07,3122217,175.0,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,23.0,0-30,Closed,Closed,"Springfield, AK|2025-09-14"
"Springfield, AK",2025-09-14,2025-10-11,,,257241,,3122274,500.0,Contracted,Urgent,Repair,Doors,Ashley Thompson,USPS,220.0,90+,In Progress,Open,"Springfield, AK|2025-09-14"
"Winchester, IN",2025-09-14,,,,2573911,,3121930,500.0,Assigned,Urgent,Repair,HVAC Repairs,Kevin Miller,USPS,220.0,90+,Not Started,Open,"Winchester, IN|2025-09-14"
"Winchester, IN",2025-09-14,2025-10-05,,,2573898,,3121857,300.0,Contracted,Urgent,Repair,Building Repairs,Ashley Thompson,USPS,220.0,90+,In Progress,Open,"Winchester, IN|2025-09-14"
"Cleveland, OR",2025-09-15,2025-09-15,,,,,,990.0,Payment,Urgent,Repair,HVAC PM,Ashley Thompson,Internal,219.0,90+,Financial Processing,Open,"Cleveland, OR|2025-09-15"
"Florence, IL",2025-09-15,2025-09-15,,,,,,1353.0,Payment,Urgent,Repair,HVAC PM,Ashley Thompson,Internal,219.0,90+,Financial Processing,Open,"Florence, IL|2025-09-15"
"Florence, MO",2025-09-15,2025-09-16,2025-09-23,2025-09-29,2575271-3123397,,3123397,250.0,Completed,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,219.0,90+,Completed Not Paid,Open,"Florence, MO|2025-09-15"
"Franklin, MS",2025-09-15,,,,2572413,,3120376,500.0,Assigned,Urgent,Repair,Building Repairs,Kevin Miller,USPS,219.0,90+,Not Started,Open,"Franklin, MS|2025-09-15"
"Georgetown, ME",2025-09-15,,,,2575203,,3123326,0.0,Assigned,Urgent,Repair,Roof Repair,Sarah Williams,USPS,219.0,90+,Not Started,Open,"Georgetown, ME|2025-09-15"
"Jackson, ID",2025-09-15,2025-09-18,,2025-09-28,,2025-09-28,,274.0,Closed,Normal,Repair,HVAC PM,Jessica Martin,Internal,13.0,0-30,Closed,Closed,"Jackson, ID|2025-09-15"
"Lexington, LA",2025-09-15,,2025-09-16,2025-09-23,2574751,2025-10-13,3122838,500.0,Closed,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,28.0,0-30,Closed,Closed,"Lexington, LA|2025-09-15"
"Mount Vernon, OK",2025-09-15,,,,2575234,,3123353,5000.0,Assigned,Urgent,Repair,Drive Thru,Ashley Thompson,USPS,219.0,90+,Not Started,Open,"Mount Vernon, OK|2025-09-15"
"Mount Vernon, WV",2025-09-15,,,,,,,1000.0,Assigned,Urgent,Repair,Plumbing,Brandon Davis,Internal,219.0,90+,Not Started,Open,"Mount Vernon, WV|2025-09-15"
"Clayton, PA",2025-09-16,,,,2575479,,3123641,850.0,Assigned,Normal,Repair,Concrete,Jessica Martin,USPS,218.0,90+,Not Started,Open,"Clayton, PA|2025-09-16"
"Columbia, FL",2025-09-16,,,,257548,,3123632,250.0,Assigned,Normal,Repair,Gutters,Jessica Martin,USPS,218.0,90+,Not Started,Open,"Columbia, FL|2025-09-16"
"Columbia, FL",2025-09-16,,,,2575550,,3123691,950.0,Assigned,Normal,Repair,Concrete,Jessica Martin,USPS,218.0,90+,Not Started,Open,"Columbia, FL|2025-09-16"
"Jackson, NM",2025-09-16,2025-09-16,,,,2025-09-28,,137.0,Closed,Normal,Repair,Pest Control,Jessica Martin,Internal,12.0,0-30,Closed,Closed,"Jackson, NM|2025-09-16"
"Auburn, TN",2025-09-17,2025-09-17,,,,2025-09-24,,1410.0,Closed,Normal,Repair,HVAC PM,Jessica Martin,Internal,7.0,0-30,Closed,Closed,"Auburn, TN|2025-09-17"
"Auburn, WA",2025-09-17,,,,,,,1500.0,Assigned,Urgent,Repair,Building Repairs,Kevin Miller,Internal,217.0,90+,Not Started,Open,"Auburn, WA|2025-09-17"
"Georgetown, UT",2025-09-17,,,,2575858,,3124074,500.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,USPS,217.0,90+,Not Started,Open,"Georgetown, UT|2025-09-17"
"Kingston, AR",2025-09-17,2025-10-21,,,2575730,,3123907,100.0,Contracted,Normal,Repair,Sidewalk (Repair),Jessica Martin,USPS,217.0,90+,In Progress,Open,"Kingston, AR|2025-09-17"
"Lancaster, NH",2025-09-17,,,,2575916-3124090,,3124090,500.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,USPS,217.0,90+,Not Started,Open,"Lancaster, NH|2025-09-17"
"Springfield, FL",2025-09-17,,,,257585,,3124067,11564.49,Assigned,Urgent,Repair,Roof Replacement - Shingle,Sarah Williams,USPS,217.0,90+,Not Started,Open,"Springfield, FL|2025-09-17"
"Newport, VA",2025-09-18,,,,2576249,,3124507,0.0,Contracted,Emergency,Repair,Building Repairs,Mike Johnson,USPS,216.0,90+,In Progress,Open,"Newport, VA|2025-09-18"
"Salem, OR",2025-09-18,,,,,,,20000.0,Assigned,Normal,Repair,Paving (Replacement),Sarah Williams,Internal,216.0,90+,Not Started,Open,"Salem, OR|2025-09-18"
"Plymouth, HI",2025-09-19,,,,2576367,,3124588,500.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,USPS,215.0,90+,Not Started,Open,"Plymouth, HI|2025-09-19"
"Cleveland, NE",2025-09-21,,,,2575199,,3123317,800.0,Assigned,Normal,Repair,Fencing,Jessica Martin,USPS,213.0,90+,Not Started,Open,"Cleveland, NE|2025-09-21"
"Columbia, TX",2025-09-21,2025-09-25,,,2576059,,3124287,50.0,Contracted,Normal,Repair,Roof Repair,Jessica Martin,USPS,213.0,90+,In Progress,Open,"Columbia, TX|2025-09-21"
"Dayton, NJ",2025-09-21,,,,2576280,,3124546,250.0,Assigned,Urgent,Repair,Roof Repair,Brandon Davis,USPS,213.0,90+,Not Started,Open,"Dayton, NJ|2025-09-21"
"Franklin, DE",2025-09-21,2025-09-21,2025-09-24,2025-09-25,2576108,2025-10-14,3124310,400.0,Closed,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,23.0,0-30,Closed,Closed,"Franklin, DE|2025-09-21"
"Ashland, AZ",2025-09-22,,,,2576787,,3125087,850.0,Assigned,Normal,Repair,Glass,Jessica Martin,USPS,212.0,90+,Not Started,Open,"Ashland, AZ|2025-09-22"
"Ashland, GA",2025-09-22,2025-09-23,2025-09-28,2025-09-29,2576804,,3125054,573.15,Payment,Urgent,Repair,Plumbing,Ashley Thompson,USPS,212.0,90+,Financial Processing,Open,"Ashland, GA|2025-09-22"
"Canton, IN",2025-09-22,,,,2575697,,3123871,550.0,Assigned,Normal,Repair,Fencing,Jessica Martin,USPS,212.0,90+,Not Started,Open,"Canton, IN|2025-09-22"
"Centerville, RI",2025-09-22,2025-10-01,2025-10-07,2025-10-07,2576775,2025-10-19,3125076,225.0,Closed,Normal,Repair,Doors,Jessica Martin,USPS,27.0,0-30,Closed,Closed,"Centerville, RI|2025-09-22"
"Cleveland, WA",2025-09-22,,,,2576863-3125124,,3125124,500.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,USPS,212.0,90+,Not Started,Open,"Cleveland, WA|2025-09-22"
"Georgetown, ME",2025-09-22,2025-10-07,2025-10-08,,2575266,2025-10-19,3123390,250.0,Closed,Urgent,Repair,Roof Repair,Brandon Davis,USPS,27.0,0-30,Closed,Closed,"Georgetown, ME|2025-09-22"
"Georgetown, ME",2025-09-22,2025-10-07,2025-10-08,,2575266,2025-10-13,3123391,250.0,Closed,Urgent,Repair,Doors,Brandon Davis,USPS,21.0,0-30,Closed,Closed,"Georgetown, ME|2025-09-22"
"Georgetown, ME",2025-09-22,,2025-09-22,2025-10-13,2575266,2025-10-13,3123392,250.0,Closed,Urgent,Repair,Concrete,Brandon Davis,USPS,21.0,0-30,Closed,Closed,"Georgetown, ME|2025-09-22"
"Georgetown, SD",2025-09-22,,2025-10-15,,2576840,,3125241,1000.0,Completed,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,212.0,90+,Completed Not Paid,Open,"Georgetown, SD|2025-09-22"
"Lancaster, ID",2025-09-22,2025-04-01,2025-07-16,,,2025-09-30,,144.0,Closed,Urgent,Repair,HVAC PM,Ashley Thompson,Internal,8.0,0-30,Closed,Closed,"Lancaster, ID|2025-09-22"
"Mount Vernon, TX",2025-09-22,,,,,,,15000.0,Assigned,Normal,Repair,Roof Replacement - Flat,Jessica Martin,Internal,212.0,90+,Not Started,Open,"Mount Vernon, TX|2025-09-22"
"Newport, ME",2025-09-22,2025-06-10,2025-06-12,,,2025-09-30,,106.4,Closed,Urgent,Repair,Plumbing,Ashley Thompson,Internal,8.0,0-30,Closed,Closed,"Newport, ME|2025-09-22"
"Newport, ME",2025-09-22,2025-07-27,2025-07-30,,,2025-09-30,,369.98,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,8.0,0-30,Closed,Closed,"Newport, ME|2025-09-22"
"Auburn, TN",2025-09-23,2025-09-24,2025-10-01,,,2025-10-14,,941.31,Closed,Normal,Repair,HVAC Repairs,Jessica Martin,Internal,21.0,0-30,Closed,Closed,"Auburn, TN|2025-09-23"
"Clayton, OH",2025-09-23,2025-09-24,2025-09-24,2025-09-30,2577376,2025-10-07,3125703,170.0,Closed,Urgent,Repair,Electrical Repairs,Ashley Thompson,USPS,14.0,0-30,Closed,Closed,"Clayton, OH|2025-09-23"
"Danville, OH",2025-09-23,,,,2577544,,3125891,1000.0,Assigned,Urgent,Repair,Flooring,Sarah Williams,USPS,211.0,90+,Not Started,Open,"Danville, OH|2025-09-23"
"Hamilton, MS",2025-09-23,,,,2577447,,3125727,0.0,Assigned,Normal,Repair,Roof Repair,Sarah Williams,USPS,211.0,90+,Not Started,Open,"Hamilton, MS|2025-09-23"
"Madison, MS",2025-09-23,2025-09-23,2025-09-24,,2577192,2025-10-14,3125491,154.5,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,21.0,0-30,Closed,Closed,"Madison, MS|2025-09-23"
"Troy, KY",2025-09-23,,,,2577580,,3125931,1500.0,Assigned,Urgent,Repair,Painting,Ashley Thompson,USPS,211.0,90+,Not Started,Open,"Troy, KY|2025-09-23"
"Troy, KY",2025-09-23,2025-10-23,,,2577581,,3125932,200.0,Contracted,Urgent,Repair,Siding,Ashley Thompson,USPS,211.0,90+,In Progress,Open,"Troy, KY|2025-09-23"
"Clayton, MI",2025-09-25,,,,,,,350.0,Assigned,Normal,Repair,Other,Jessica Martin,Internal,209.0,90+,Not Started,Open,"Clayton, MI|2025-09-25"
"Clayton, MS",2025-09-25,,,,2578544,,3126990,200.0,Assigned,Urgent,Repair,Structural,Kevin Miller,USPS,209.0,90+,Not Started,Open,"Clayton, MS|2025-09-25"
"Farmington, MI",2025-09-25,2025-10-16,,,2578091,,3126477,151.28,Contracted,Normal,Repair,Vandalism,Sarah Williams,USPS,209.0,90+,In Progress,Open,"Farmington, MI|2025-09-25"
"Florence, NE",2025-09-25,2025-10-20,,,2577925,,3126301,350.0,Contracted,Normal,Repair,Plumbing,Jessica Martin,USPS,209.0,90+,In Progress,Open,"Florence, NE|2025-09-25"
"Greenville, IN",2025-09-25,,,,2578196,,3126629,250.0,Assigned,Urgent,Repair,Ceiling Tiles,Brandon Davis,USPS,209.0,90+,Not Started,Open,"Greenville, IN|2025-09-25"
"Mount Vernon, WY",2025-09-25,,,,2578159,,3116745,500.0,Assigned,Urgent,Repair,Roof Repair,Kevin Miller,USPS,209.0,90+,Not Started,Open,"Mount Vernon, WY|2025-09-25"
"Norwood, MS",2025-09-25,,,,2578342,,3126764,850.0,Assigned,Urgent,Repair,Hot Water Heater (Replacement),Sarah Williams,USPS,209.0,90+,Not Started,Open,"Norwood, MS|2025-09-25"
"Oxford, OH",2025-09-26,2025-09-30,2025-10-13,,na,,na,,Completed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,208.0,90+,Completed Not Paid,Open,"Oxford, OH|2025-09-26"
"Albany, WI",2025-09-28,,,,2578271,,3126692,350.0,Assigned,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,206.0,90+,Not Started,Open,"Albany, WI|2025-09-28"
"Auburn, HI",2025-09-28,2025-09-28,,,2578281,,3126763,1900.0,Contracted,Urgent,Repair,Building Repairs,Kevin Miller,USPS,206.0,90+,In Progress,Open,"Auburn, HI|2025-09-28"
"Centerville, SC",2025-09-28,,,,,,,10000.0,Assigned,Urgent,Repair,Roof Replacement - Shingle,Brandon Davis,Internal,206.0,90+,Not Started,Open,"Centerville, SC|2025-09-28"
